Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;20;Abitazioni civili;NORMALE;P;2900;4400;L;10,2;15,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;20;Abitazioni civili;OTTIMO; ;4300;6500;L;16,6;25;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;19;Abitazioni signorili;OTTIMO; ;4400;6600;L;13,3;19,9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;19;Abitazioni signorili;NORMALE;P;3100;4600;L;9,1;13,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;13;Box;NORMALE;P;2450;3700;L;11,4;17,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;14;Posti auto coperti;NORMALE;P;2150;3200;L;10,4;15,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;5;Negozi;OTTIMO; ;6200;12400;L;36;72;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;5;Negozi;NORMALE;P;2550;5100;L;15,3;30,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B1;TO00000037;6;Uffici;NORMALE;P;2450;4900;L;8,5;17;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;20;Abitazioni civili;OTTIMO; ;3700;5600;L;12,8;19,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;20;Abitazioni civili;NORMALE;P;2700;4100;L;9,2;13,9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;21;Abitazioni di tipo economico;OTTIMO;P;2250;3400;L;9,3;14;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;19;Abitazioni signorili;NORMALE;P;2500;3700;L;7;10,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;19;Abitazioni signorili;OTTIMO; ;3600;5300;L;11,2;16,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;13;Box;NORMALE;P;2350;3500;L;9,3;14;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;14;Posti auto coperti;NORMALE;P;1600;2400;L;8,7;13,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;15;Posti auto scoperti;NORMALE;P;1300;1950;L;7,6;11,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;5;Negozi;NORMALE;P;1300;2600;L;11,8;23,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;5;Negozi;OTTIMO; ;2850;5700;L;31;62;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B2;TO00001040;6;Uffici;NORMALE;P;1700;3400;L;6,6;13,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;20;Abitazioni civili;OTTIMO; ;3000;4500;L;10,5;15,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;20;Abitazioni civili;NORMALE;P;2000;3000;L;7,2;10,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;19;Abitazioni signorili;NORMALE;P;2400;3600;L;6,3;9,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;13;Box;NORMALE;P;2500;3700;L;9;13,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;14;Posti auto coperti;NORMALE;P;1400;2100;L;7,7;11,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;15;Posti auto scoperti;NORMALE;P;1200;1800;L;8,5;12,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;5;Negozi;NORMALE;P;1250;2500;L;8,8;17,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B3;TO00001041;6;Uffici;NORMALE;P;1200;2400;L;6,4;12,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;20;Abitazioni civili;NORMALE;P;2150;3200;L;6,6;9,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;20;Abitazioni civili;OTTIMO; ;2750;4100;L;9,2;13,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;21;Abitazioni di tipo economico;NORMALE;P;1900;2850;L;6,8;10,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;19;Abitazioni signorili;NORMALE;P;2100;3100;L;6,6;9,9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;19;Abitazioni signorili;OTTIMO; ;2950;4300;L;8,1;12,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;13;Box;NORMALE;P;2050;3100;L;9,4;14,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;14;Posti auto coperti;NORMALE;P;1250;1900;L;8,3;12,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;15;Posti auto scoperti;NORMALE;P;1150;1650;L;8,4;12,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;5;Negozi;NORMALE;P;1050;2100;L;8,5;17;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B4;TO00001042;6;Uffici;NORMALE;P;1300;2550;L;6,6;12,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;20;Abitazioni civili;NORMALE;P;2000;3000;L;6,9;10,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;20;Abitazioni civili;OTTIMO; ;2700;4000;L;10,5;15,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;21;Abitazioni di tipo economico;NORMALE;P;1750;2600;L;7;10,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;13;Box;NORMALE;P;2200;3300;L;9,3;14;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;14;Posti auto coperti;NORMALE;P;1250;1900;L;7,4;11,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;15;Posti auto scoperti;NORMALE;P;1200;1800;L;7,6;11,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;5;Negozi;OTTIMO; ;2100;4200;L;25;50;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;5;Negozi;NORMALE;P;1000;2000;L;10,1;20,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B5;TO00001043;6;Uffici;NORMALE;P;1200;2400;L;5,3;10,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;20;Abitazioni civili;OTTIMO; ;3000;4500;L;12,4;18,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;20;Abitazioni civili;NORMALE;P;2300;3400;L;7,9;11,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;19;Abitazioni signorili;NORMALE;P;2400;3600;L;7;10,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;13;Box;NORMALE;P;2250;3400;L;9;13,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;14;Posti auto coperti;NORMALE;P;1500;2250;L;8,9;13,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;15;Posti auto scoperti;NORMALE;P;1200;1800;L;8,4;12,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;5;Negozi;OTTIMO; ;2300;4600;L;19;38;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;5;Negozi;NORMALE;P;1100;2200;L;10,3;20,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B6;TO00001044;6;Uffici;NORMALE;P;1650;3300;L;6,7;13,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;20;Abitazioni civili;OTTIMO; ;2800;4200;L;11,8;17,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;20;Abitazioni civili;NORMALE;P;1850;2800;L;7,2;10,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;19;Abitazioni signorili;NORMALE;P;2750;4100;L;7,3;11;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;13;Box;NORMALE;P;2800;4200;L;9,1;13,7;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;14;Posti auto coperti;NORMALE;P;1900;2850;L;7,8;11,7;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;15;Posti auto scoperti;NORMALE;P;1450;2200;L;8;12;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;5;Negozi;OTTIMO; ;1900;3800;L;14,6;29,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;5;Negozi;NORMALE;P;1100;2150;L;8,5;17;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B7;TO00001045;6;Uffici;NORMALE;P;1350;2700;L;6;12;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;20;Abitazioni civili;OTTIMO; ;2300;3400;L;11,4;17,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;20;Abitazioni civili;NORMALE;P;1550;2350;L;7,5;11,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;21;Abitazioni di tipo economico;NORMALE;P;1300;1950;L;7,2;10,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;21;Abitazioni di tipo economico;OTTIMO; ;1950;2950;L;10,8;16,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;13;Box;NORMALE;P;1600;2400;L;6,7;10,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;14;Posti auto coperti;NORMALE;P;1150;1700;L;6,4;9,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;15;Posti auto scoperti;NORMALE;P;930;1400;L;5,9;8,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;5;Negozi;NORMALE;P;770;1500;L;8,4;16,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B8;TO00001046;6;Uffici;NORMALE;P;950;1900;L;5,6;11,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B9;TO00001047;20;Abitazioni civili;NORMALE;P;2250;3400;L;8;12;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B9;TO00001047;19;Abitazioni signorili;NORMALE;P;2500;3700;L;8,8;13,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B9;TO00001047;13;Box;NORMALE;P;2050;3100;L;9,7;14,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B9;TO00001047;14;Posti auto coperti;NORMALE;P;1400;2100;L;7,5;11,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B9;TO00001047;15;Posti auto scoperti;NORMALE;P;1100;1650;L;6,9;10,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;B;B9;TO00001047;6;Uffici;NORMALE;P;1800;3500;L;8,5;17;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;20;Abitazioni civili;NORMALE;P;2100;3100;L;6,7;10;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;20;Abitazioni civili;OTTIMO; ;2700;4100;L;9,8;14,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;21;Abitazioni di tipo economico;NORMALE;P;1750;2600;L;6,8;10,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;19;Abitazioni signorili;NORMALE;P;2300;3400;L;6,5;9,7;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;19;Abitazioni signorili;OTTIMO; ;3000;4500;L;9,7;14,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;13;Box;NORMALE;P;1400;2100;L;7,3;11;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;14;Posti auto coperti;NORMALE;P;1150;1750;L;7,3;10,9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;15;Posti auto scoperti;NORMALE;P;860;1300;L;6,1;9,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;5;Negozi;NORMALE;P;730;1450;L;5,5;11;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C1;TO00000038;6;Uffici;NORMALE;P;1050;2050;L;5,8;11,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;20;Abitazioni civili;OTTIMO; ;2900;4400;L;9;13,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;20;Abitazioni civili;NORMALE;P;1750;2600;L;6,4;9,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;21;Abitazioni di tipo economico;NORMALE;P;1650;2450;L;6,7;10;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;19;Abitazioni signorili;NORMALE;P;2150;3200;L;6,5;9,7;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;13;Box;NORMALE;P;1100;1650;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;14;Posti auto coperti;NORMALE;P;850;1300;L;4,7;7,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;15;Posti auto scoperti;NORMALE;P;650;970;L;4;6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;1;Ville e Villini;NORMALE;P;1800;2650;L;6,4;9,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;5;Negozi;NORMALE;P;900;1800;L;8;16;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C11;TO00001060;6;Uffici;NORMALE;P;850;1700;L;6;12;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;20;Abitazioni civili;NORMALE;P;2350;3500;L;7,2;10,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;19;Abitazioni signorili;OTTIMO; ;3300;5000;L;9;13,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;19;Abitazioni signorili;NORMALE;P;2400;3600;L;6,3;9,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;13;Box;NORMALE;P;1350;2050;L;7,3;11;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;14;Posti auto coperti;NORMALE;P;1050;1600;L;8;12;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;15;Posti auto scoperti;NORMALE;P;970;1450;L;6,4;9,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;1;Ville e Villini;NORMALE;P;2400;3500;L;6,8;10,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;5;Negozi;OTTIMO; ;1750;3500;L;13,8;27,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;5;Negozi;NORMALE;P;950;1800;L;7,4;14,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C12;TO00001061;6;Uffici;NORMALE;P;1150;2250;L;6,3;12,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C15;TO00002120;20;Abitazioni civili;NORMALE;P;2100;3100;L;8,3;12,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C15;TO00002120;19;Abitazioni signorili;NORMALE;P;2400;3600;L;6,9;10,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C15;TO00002120;13;Box;NORMALE;P;1900;2850;L;8;12;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C15;TO00002120;14;Posti auto coperti;NORMALE;P;1400;2100;L;7,5;11,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C15;TO00002120;15;Posti auto scoperti;NORMALE;P;1100;1650;L;6,5;9,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C15;TO00002120;1;Ville e Villini;NORMALE;P;2400;3600;L;6,7;10;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C15;TO00002120;6;Uffici;NORMALE;P;1550;3100;L;7,5;15;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C17;TO00009423;20;Abitazioni civili;NORMALE;P;1200;1800;L;5,7;8,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C17;TO00009423;20;Abitazioni civili;OTTIMO; ;1700;2550;L;8,5;12,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C17;TO00009423;21;Abitazioni di tipo economico;OTTIMO; ;1450;2200;L;8,2;12,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C17;TO00009423;21;Abitazioni di tipo economico;NORMALE;P;960;1450;L;5,6;8,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C17;TO00009423;13;Box;NORMALE;P;760;1150;L;4,2;6,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C17;TO00009423;5;Negozi;OTTIMO; ;950;1900;L;8,2;16,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C17;TO00009423;5;Negozi;NORMALE;P;480;960;L;5,2;10,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C18;TO00009496;20;Abitazioni civili;NORMALE;P;1750;2650;L;6,7;10,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C18;TO00009496;20;Abitazioni civili;OTTIMO; ;2650;3900;L;10,2;15,3;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C18;TO00009496;21;Abitazioni di tipo economico;OTTIMO; ;1900;2900;L;9;13,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C18;TO00009496;21;Abitazioni di tipo economico;NORMALE;P;1300;1950;L;6;9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C18;TO00009496;13;Box;NORMALE;P;1350;2050;L;5,8;8,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C18;TO00009496;5;Negozi;NORMALE;P;650;1300;L;7,1;14,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C18;TO00009496;6;Uffici;NORMALE;P;930;1850;L;5,4;10,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C19;TO00009520;20;Abitazioni civili;NORMALE;P;1250;1900;L;6;9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C19;TO00009520;20;Abitazioni civili;OTTIMO; ;1950;2950;L;9;13,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C19;TO00009520;21;Abitazioni di tipo economico;NORMALE;P;800;1200;L;5,4;8,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C19;TO00009520;21;Abitazioni di tipo economico;OTTIMO; ;1250;1850;L;8;12;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C19;TO00009520;13;Box;NORMALE;P;800;1200;L;4,7;7,1;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C19;TO00009520;5;Negozi;NORMALE;P;450;900;L;5,5;11;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C19;TO00009520;6;Uffici;NORMALE;P;580;1150;L;5,1;10,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;20;Abitazioni civili;OTTIMO; ;2300;3400;L;9,4;14;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;20;Abitazioni civili;NORMALE;P;1700;2500;L;6,4;9,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;21;Abitazioni di tipo economico;NORMALE;P;1350;2000;L;6;9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;21;Abitazioni di tipo economico;OTTIMO; ;2000;3000;L;8,9;13,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;13;Box;NORMALE;P;1450;2200;L;6,1;9,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;14;Posti auto coperti;NORMALE;P;1100;1650;L;6;9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;15;Posti auto scoperti;NORMALE;P;730;1100;L;4,3;6,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;5;Negozi;OTTIMO; ;1050;2050;L;10,7;21,4;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;5;Negozi;NORMALE;P;580;1150;L;6,4;12,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C2;TO00001051;6;Uffici;NORMALE;P;900;1800;L;6,4;12,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C20;TO00010496;20;Abitazioni civili;NORMALE;P;1550;2350;L;5,9;8,9;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C20;TO00010496;20;Abitazioni civili;OTTIMO; ;2300;3500;L;8,8;13,2;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C20;TO00010496;21;Abitazioni di tipo economico;NORMALE;P;1300;1950;L;5,4;8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C20;TO00010496;21;Abitazioni di tipo economico;OTTIMO; ;1800;2700;L;7,8;11,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C20;TO00010496;13;Box;NORMALE;P;970;1450;L;4,6;7;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C20;TO00010496;5;Negozi;NORMALE;P;650;1300;L;7,3;14,6;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C21;TO00010546;20;Abitazioni civili;NORMALE;P;1350;2050;L;5,3;8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C21;TO00010546;20;Abitazioni civili;OTTIMO; ;2100;3100;L;7,8;11,7;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C21;TO00010546;21;Abitazioni di tipo economico;NORMALE;P;1100;1650;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C21;TO00010546;21;Abitazioni di tipo economico;OTTIMO; ;1600;2400;L;7,6;11,5;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C21;TO00010546;13;Box;NORMALE;P;1100;1650;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001272;A1AA; ;L219;TORINO;C;C21;TO00010546;5;Negozi;NORMALE;P;650;1300;L;7,5;15;L;
